price,Комнатность,Площадь квартиры,Жилая площадь,Площадь кухни,Этаж,Санузел,Кол-во санузлов,Балкон/лоджия,Ремонт,Вид из окон,Год постройки,Высота потолков,Лифт,Материал стен,Парковка,Мебель,Вид из окна,,Срок сдачи,Территория,Временная эпоха,Отопление,Консьерж,Отделка,Серия дома,Тип жилья,Кухонная мебель,Кондиционер,Посудомойка,Холодильник,Стиральная машина,Реновация,Интернет,Телевизор
73403460,2-комнатная,"101,4 м²","33,7 м²","14,5 м²",19 из 22,совмещённый,1,,,,,"3,39 м",есть,монолит,закрытая,,,,2 кв. 2025 г.,закрытая,,,,,,,,,,,,,,
64856780,2-комнатная,"101,8 м²","33,7 м²","14,5 м²",11 из 22,совмещённый,1,,,,,"3,08 м",есть,монолит,закрытая,,,,2 кв. 2025 г.,закрытая,,,,,,,,,,,,,,
66098740,2-комнатная,"101,8 м²","33,7 м²","14,5 м²",13 из 22,совмещённый,1,,,,,"3,39 м",есть,монолит,закрытая,,,,2 кв. 2025 г.,закрытая,,,,,,,,,,,,,,
67147280,2-комнатная,"101,8 м²","33,7 м²","14,5 м²",15 из 22,совмещённый,1,,,,,"3,08 м",есть,монолит,закрытая,,,,2 кв. 2025 г.,закрытая,,,,,,,,,,,,,,
30489408,2-комнатная,"102,1 м²","52,7 м²","18,3 м²",14 из 18,,,,,,,"2,85 м",есть,монолит,подземная,,,,2025 г.,,сталинка,центральное,,без отделки,,,,,,,,,,
29587355,2-комнатная,"102,1 м²","52,7 м²","18,3 м²",6 из 18,,,,,,,"2,85 м",есть,монолит,подземная,,,,2025 г.,,сталинка,центральное,,без отделки,,,,,,,,,,
66552640,2-комнатная,"102,2 м²","33,4 м²","33,3 м²",13 из 22,раздельный,1,,,,,"3,38 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
68024320,2-комнатная,"102,2 м²","33,4 м²","33,3 м²",15 из 22,раздельный,1,,,,,"3,07 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
68024320,2-комнатная,"102,2 м²","33,4 м²","33,3 м²",15 из 22,раздельный,1,,,,,"3,07 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
69710620,2-комнатная,"102,2 м²","33,4 м²","33,3 м²",17 из 22,раздельный,1,,,,,"3,07 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
69710620,2-комнатная,"102,2 м²","33,4 м²","33,3 м²",17 из 22,раздельный,1,,,,,"3,07 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
73686200,2-комнатная,"102,2 м²","33,4 м²","33,3 м²",19 из 22,раздельный,1,,,,,"3,38 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
94617720,2-комнатная,"102,6 м²","33,8 м²","5,3 м²",22 из 22,совмещённый,1,есть,,,,"4,05 м",есть,монолит,закрытая,,,,2 кв. 2025 г.,закрытая,,,,,,,,,,,,,,
72000000,2-комнатная,102 м²,58 м²,29 м²,1 из 12,совмещённый,2,,Нужен ремонт,,2024,"3,6 м",есть,монолит,подземная,,во двор,,,,,,,,,,,,,,,,,
66509100,2-комнатная,"103,5 м²","33,4 м²","33,3 м²",12 из 22,раздельный,1,есть,,,,"3,07 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
69727950,2-комнатная,"103,5 м²","33,4 м²","33,3 м²",16 из 22,раздельный,1,есть,,,,"3,07 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
71497800,2-комнатная,"103,5 м²","33,4 м²","33,3 м²",18 из 22,раздельный,1,есть,,,,"3,07 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
39000000,2-комнатная,"104,7 м²","58,1 м²",25 м²,4 из 5,совмещённый,1,,,,2015,"3,1 м",есть,монолит,закрытая,есть,во двор,,,,,,,,,апартаменты,есть,есть,,,,,,
81005200,2-комнатная,106 м²,"32,1 м²","43,6 м²",20 из 20,раздельный,1,есть,,,,"3,92 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
102449000,2-комнатная,106 м²,"37,2 м²","5,5 м²",22 из 22,совмещённый,1,есть,,,,"4,05 м",есть,монолит,закрытая,,,,2 кв. 2025 г.,закрытая,,,,,,,,,,,,,,
102025000,2-комнатная,106 м²,"37,2 м²","5,5 м²",22 из 22,совмещённый,1,есть,,,,"4,05 м",есть,монолит,закрытая,,,,2 кв. 2025 г.,закрытая,,,,,,,,,,,,,,
81538750,2-комнатная,"107,5 м²",,,16 из 17,,,,,,,"3,2 м",,монолит,,,,,1 кв. 2025 г.,,,,,предчистовая,,апартаменты,,,,,,,,
68775460,2-комнатная,"107,9 м²",,,10 из 17,,,,,,,"3,2 м",,монолит,,,,,1 кв. 2025 г.,,,,,предчистовая,,апартаменты,,,,,,,,
71511480,2-комнатная,"108,4 м²",,,12 из 17,,,,,,,"3,2 м",,монолит,,,,,1 кв. 2025 г.,,,,,предчистовая,,апартаменты,,,,,,,,
69000000,2-комнатная,110 м²,,25 м²,30 из 53,совмещённый,2,,Дизайнерский,,2011,,есть,монолит,подземная,,на улицу,Спортивная площадка,,,сталинка,центральное,,,,апартаменты,,,,,,,,
33102927,2-комнатная,"115,7 м²",46 м²,,3 из 22,,,,,,,"2,85 м",,,,,,,2028 г.,,,,,,,,,,,,,,,
33437300,2-комнатная,"115,7 м²",46 м²,,4 из 22,,,,,,,"2,85 м",,,,,,,2028 г.,,,,,,,,,,,,,,,
167670000,2-комнатная,"117,2 м²","30,7 м²","28,4 м²",4 из 14,,2,есть,,,,"3,35 м",есть,монолит,,,во двор,,3 кв. 2027 г.,закрытая,,,есть,,,,,,,,,,,
168800000,2-комнатная,"117,2 м²","30,7 м²","28,4 м²",6 из 14,,2,есть,,,,"3,35 м",есть,монолит,,,во двор,,3 кв. 2027 г.,закрытая,,,есть,,,,,,,,,,,
173270000,2-комнатная,"117,7 м²","30,7 м²","28,4 м²",5 из 14,,2,есть,,,,"3,35 м",есть,монолит,,,во двор,,3 кв. 2027 г.,закрытая,,,есть,,,,,,,,,,,
36390000,2-комнатная,"118,2 м²","21,9 м²","33,5 м²",1 из 9,,,,,,,,,,,,,,2026 г.,,,,,,,,,,,,,,,
27000000,2-комнатная,"122,7 м²","42,1 м²",12 м²,7 из 8,совмещённый,2,есть,Дизайнерский,,,"2,75 м",есть,кирпич-монолит,,нет,во двор,Спортивная площадка,,,,центральное,,,,,,,,,,,,
42400000,2-комнатная,"124,1 м²","21,5 м²","18,5 м²",16 из 16,,,,,,,,,,,,,,2026 г.,,,,,,,,,,,,,,,
40560000,2-комнатная,"125,7 м²",37 м²,"20,3 м²",24 из 31,,,,,,,,,,,,,,2026 г.,,,,,,,,,,,,,,,
35800725,2-комнатная,"130,6 м²","38,1 м²",,2 из 59,,,,,,,"2,85 м",,,,,,,2028 г.,,,,,без отделки,,,,,,,,,,
43870000,2-комнатная,"138,8 м²","23,6 м²","26,3 м²",7 из 7,,,,,,,,,,,,,,2026 г.,,,,,,,,,,,,,,,
44780000,2-комнатная,"138,9 м²","23,6 м²","26,3 м²",7 из 7,,,,,,,,,,,,,,2026 г.,,,,,,,,,,,,,,,
118441900,2-комнатная,139 м²,"40,5 м²","9,9 м²",19 из 19,совмещённый,1,есть,,,,4 м,есть,монолит,закрытая,,,,2 кв. 2025 г.,закрытая,,,,,,,,,,,,,,
249000000,2-комнатная,154 м²,,20 м²,68 из 76,,3,,Дизайнерский,,,5 м,есть,монолит,закрытая,,во двор,,,,,,,,,,,,,,,,,
11500000,2-комнатная,"26,5 м²",21 м²,3 м²,5 из 5,совмещённый,1,,Хороший,,,"2,6 м",,монолит,закрытая,,во двор,Хорошая школа,,,хрущевка,центральное,,,,,,,,,,Подлежит реновации,,
11590000,2-комнатная,"30,2 м²","11,5 м²",7 м²,1 из 10,совмещённый,1,,Дизайнерский,,,"2,7 м",есть,,закрытая,,во двор,,,,,,,,,апартаменты,,,,,,,,
11250000,2-комнатная,30 м²,20 м²,5 м²,2 из 10,совмещённый,1,,Евро,,,,есть,,закрытая,,во двор,,,,,,,,,апартаменты,,,,,,,,
10700000,2-комнатная,31 м²,22 м²,6 м²,1 из 6,совмещённый,1,,Дизайнерский,,,,есть,кирпич,закрытая,есть,во двор,Хорошая школа,,,,центральное,,,П-44,,,,,,,,,
10100000,2-комнатная,31 м²,19 м²,7 м²,5 из 5,совмещённый,1,,Евро,во двор и на улицу,,,,панель,,,,Хорошая школа,,,хрущевка,,,,,,,,,,,,,
9700000,2-комнатная,"32,7 м²",,6 м²,6 из 9,совмещённый,1,есть,Нужен ремонт,,,"2,64 м",есть,кирпич,,нет,во двор,Хорошая школа,,,брежневка,центральное,,,II-29,,есть,,,,,,есть,
10500000,2-комнатная,"33,8 м²",28 м²,3 м²,1 из 4,совмещённый,1,,Евро,,,"2,9 м",,,закрытая,есть,во двор,,,,,,,,,апартаменты,,,,,,,,
11000000,2-комнатная,"33,8 м²","21,6 м²","6,1 м²",1 из 9,совмещённый,1,,Евро,,,"2,64 м",есть,кирпич,закрытая,,во двор,,,,брежневка,центральное,,,II-29,,,,,,,,,
9888000,2-комнатная,"34,2 м²","22,5 м²",6 м²,1 из 9,совмещённый,1,,Нужен ремонт,,,"2,64 м",есть,кирпич,закрытая,есть,во двор,Хорошая школа,,,брежневка,центральное,,,II-29,,,,,,,,,
10950000,2-комнатная,"34,4 м²",22 м²,5 м²,7 из 9,совмещённый,1,,Хороший,,,"2,64 м",есть,кирпич,закрытая,,во двор,,,,брежневка,центральное,,,II-29,,,,,,,,,
9999999,2-комнатная,"34,5 м²","21,6 м²",6 м²,6 из 9,совмещённый,1,,Нужен ремонт,во двор и на улицу,,"2,7 м",есть,кирпич,закрытая,нет,,Хорошая школа,,,брежневка,центральное,,,II-29,,,,,,,,,
15000000,2-комнатная,"34,6 м²","21,6 м²","5,4 м²",2 из 9,совмещённый,1,,Хороший,,,,есть,кирпич,закрытая,есть,во двор,Хорошая школа,,,брежневка,центральное,,,,,,,,,,,,
11700000,2-комнатная,"34,6 м²","22,1 м²",6 м²,4 из 9,совмещённый,1,,Хороший,,,"2,5 м",есть,кирпич,закрытая,,во двор,Хорошая школа,,,брежневка,центральное,,,II-29,,,,,,,,,
11000000,2-комнатная,34 м²,"20,5 м²","5,8 м²",8 из 9,совмещённый,1,,Хороший,,,"2,5 м",есть,кирпич,закрытая,есть,во двор,,,,,центральное,,,,,,,,,,,,
11800000,2-комнатная,"35,2 м²",20 м²,6 м²,6 из 9,совмещённый,1,,Евро,во двор и на улицу,,"2,7 м",есть,,закрытая,,,Хорошие школы,,,,центральное,,,II-29,,,,,,,,,
11309132,2-комнатная,"35,3 м²","9,7 м²","17,6 м²",7 из 23,совмещённый,1,,,,,"2,72 м",есть,монолит,закрытая,,на улицу,,2 кв. 2026 г.,,,,,без отделки,,апартаменты,,,,,,,,
30000000,2-комнатная,"35,3 м²",,,9 из 21,совмещённый,1,,Евро,,2023,"3,5 м",,монолит,,нет,,Спортивная площадка,,,,,,,,апартаменты,,,,,,,,
15000000,2-комнатная,"35,4 м²",22 м²,6 м²,1 из 8,совмещённый,1,,Чистовая отделка,во двор и на улицу,,"2,7 м",,кирпич,,есть,,,,,,,,,,,,,,,,,,
20500000,2-комнатная,35 м²,19 м²,9 м²,6 из 12,совмещённый,1,есть,Дизайнерский,,,"2,5 м",есть,кирпич,закрытая,есть,на улицу,,,,,,,,,,есть,есть,,,,,,
10200000,2-комнатная,"36,1 м²",,"5,4 м²",3 из 17,совмещённый,1,,Евро,,2024,,,монолит,,нет,во двор,,,,,,,,,,,,,,,,,
10800000,2-комнатная,"36,1 м²",23 м²,"7,1 м²",7 из 9,совмещённый,1,,Евро,,,"2,5 м",есть,кирпич,закрытая,,во двор,,,,,,,,II-18,,,,,,,,,
26000000,2-комнатная,"36,2 м²",15 м²,10 м²,2 из 23,совмещённый,1,,Дизайнерский,,2024,,есть,монолит,,,,,,,,,,,,,,,,,,,,
14000000,2-комнатная,"36,4 м²","22,2 м²","7,1 м²",4 из 9,совмещённый,1,,Евро,во двор и на улицу,,"2,5 м",есть,кирпич,закрытая,есть,,Хорошая школа,,,,центральное,,,,,,,,,,,,
10980000,2-комнатная,"36,5 м²","11,8 м²","18,2 м²",13 из 21,совмещённый,1,,,,2024,3 м,есть,кирпич-монолит,,,на улицу,,,,,,,,,апартаменты,,,,,,,,
10900000,2-комнатная,"36,6 м²",22 м²,"7,5 м²",3 из 9,совмещённый,1,,Хороший,,,"2,6 м",есть,кирпич,закрытая,есть,во двор,Хорошая школа,,,,,,,,,,,,,,,,
8100000,2-комнатная,"36,6 м²",24 м²,6 м²,5 из 5,,,,Нужен ремонт,,,"2,4 м",есть,панель,,,,,,,брежневка,центральное,,,,,,,,,,,,
20786364,2-комнатная,"36,8 м²","14,6 м²","14,9 м²",23 из 30,совмещённый,1,,,,,3 м,,монолит,закрытая,,во двор,,2 кв. 2025 г.,закрытая,хрущевка,центральное,,предчистовая,,,,,,,,Подлежит реновации,,
11330000,2-комнатная,"36,8 м²","21,1 м²","7,7 м²",6 из 9,,,,,,,,,блок,,,,Хорошая школа,,,,центральное,,,II-18,,,,,,,,,
10900000,2-комнатная,"36,8 м²","22,6 м²","7,3 м²",9 из 9,совмещённый,1,есть,,,,"2,5 м",есть,блок,,,,,,,,центральное,,,II-18,,,,,,,,,
10900000,2-комнатная,"36,8 м²","22,6 м²","7,3 м²",9 из 9,совмещённый,1,есть,Хороший,,,"2,5 м",есть,блок,закрытая,,во двор,,,,,центральное,,,II-18,,,,,,,,,
11700000,2-комнатная,"36,9 м²","22,7 м²",8 м²,5 из 9,совмещённый,1,,,,,,есть,панель,,,во двор,Хорошая школа,,,,центральное,,,II-18,,,,,,,,,
14450000,2-комнатная,"36,9 м²",23 м²,"7,9 м²",7 из 9,совмещённый,1,,,,,,есть,блок,,,на улицу,,,,,центральное,,,II-18,,,,,,,,,
14350000,2-комнатная,36 м²,,8 м²,1 из 12,раздельный,1,есть,,,,"2,55 м",есть,блок,,нет,во двор,,,,брежневка,центральное,,,,,,,,,,,,
12300000,2-комнатная,36 м²,,17 м²,2 из 8,совмещённый,1,,,,,"2,75 м",есть,кирпич,,есть,на улицу,,,,,центральное,,,,,есть,,,есть,есть,,,
14000000,2-комнатная,36 м²,22 м²,6 м²,3 из 8,совмещённый,1,,Хороший,,,,есть,блок,,,во двор,Хорошие школы,,,,центральное,,,II-18,,,,,,,,,
