price,Комнатность,Площадь квартиры,Жилая площадь,Площадь кухни,Этаж,Санузел,Кол-во санузлов,Срок сдачи,Высота потолков,Лифт,Материал стен,Парковка,Территория,Балкон/лоджия,Ремонт,Кондиционер,Посудомойка,Холодильник,Мебель,Интернет,Кухонная мебель,Телевизор,Стиральная машина,Отопление,Консьерж,,Вид из окон,Тип жилья,Вид из окна,Отделка,Год постройки,Временная эпоха,Серия дома,Реновация
72982240,2-комнатная,"98,2 м²","31,9 м²","14,5 м²",19 из 22,совмещённый,1,2 кв. 2025 г.,"3,39 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,,,,,
67689260,2-комнатная,"98,2 м²","31,9 м²","14,5 м²",19 из 22,совмещённый,1,2 кв. 2025 г.,"3,39 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,,,,,
69163880,2-комнатная,"98,3 м²","31,9 м²","14,5 м²",21 из 22,совмещённый,1,2 кв. 2025 г.,"3,32 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,,,,,
66500000,2-комнатная,"98,9 м²",36 м²,"29,5 м²",7 из 10,раздельный,2,,"3,1 м",есть,монолит,подземная,,,Дизайнерский,есть,,,есть,,есть,,,,,,во двор и на улицу,,,,2021,,,
32000000,2-комнатная,"99,5 м²",32 м²,"21,1 м²",17 из 24,,,2026 г.,,,,,,,,,,,,,,,,,,,,,,,,,,
64461120,2-комнатная,"99,6 м²","32,2 м²","33,3 м²",13 из 22,раздельный,1,3 кв. 2028 г.,"3,38 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,,,,,
69879360,2-комнатная,"99,6 м²","32,2 м²","33,3 м²",15 из 22,раздельный,1,3 кв. 2028 г.,"3,07 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,,,,,
67538760,2-комнатная,"99,6 м²","32,2 м²","33,3 м²",17 из 22,раздельный,1,3 кв. 2028 г.,"3,07 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,,,,,
75397200,2-комнатная,"99,6 м²","32,2 м²","33,3 м²",19 из 22,раздельный,1,3 кв. 2028 г.,"3,38 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,,,,,
33310000,2-комнатная,"99,7 м²","32,2 м²","21,1 м²",20 из 24,,,2026 г.,,,,,,,,,,,,,,,,,,,,,,,,,,
60900000,3-комнатная,"100,2 м²",69 м²,20 м²,30 из 39,совмещённый,2,,"3,1 м",есть,блок,подземная,,,Дизайнерский,есть,,,есть,,есть,,,,,Спортивная площадка,,,на улицу,,2022,,,
42700000,3-комнатная,"100,3 м²","34,7 м²","25,1 м²",12 из 14,раздельный,1,,3 м,есть,монолит,,,есть,Евро,,,,,,,,,центральное,,Спортивная площадка,,,,,,,,
39348838,3-комнатная,"100,3 м²","95,3 м²",,2 из 15,,,2027 г.,"3,06 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,,,,
46820985,3-комнатная,"100,3 м²","38,6 м²",,2 из 17,,,2025 г.,"3,06 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,,,,
34110000,3-комнатная,"100,3 м²","37,2 м²",32 м²,31 из 31,,,2026 г.,,,,,,,,,,,,,,,,,,,,,,,,,,
41258976,3-комнатная,"100,3 м²","95,3 м²",,4 из 15,,,2027 г.,"3,06 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,,,,
42041397,3-комнатная,"100,3 м²","95,3 м²",,6 из 15,,,2027 г.,"3,06 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,,,,
42812799,3-комнатная,"100,3 м²","95,3 м²",,8 из 15,,,2027 г.,"3,06 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,,,,
55000000,3-комнатная,"100,4 м²",60 м²,"20,6 м²",8 из 11,совмещённый,2,,"3,12 м",есть,монолит,подземная,,есть,Нужен ремонт,,,,,,,,,,,Спортивная площадка,во двор и на улицу,,,,2023,,,
43727627,3-комнатная,"100,6 м²","95,6 м²",,10 из 16,,,2027 г.,"3,06 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,,,,
44730065,3-комнатная,"100,6 м²","95,6 м²",,12 из 16,,,2027 г.,"3,06 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,,,,
41394751,3-комнатная,"100,6 м²","95,6 м²",,4 из 16,,,2027 г.,"3,06 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,,,,
50269934,3-комнатная,"100,8 м²","64,6 м²",,11 из 24,,,,"4,2 м",,,,,,,,,,,,,,,,,,,,во двор,без отделки,2024,,,
50000000,3-комнатная,"100,8 м²","51,7 м²","16,3 м²",4 из 10,,,,,,монолит,,,есть,,,,есть,есть,,есть,,есть,,,,,,,,,,,
36900000,3-комнатная,100 м²,"50,5 м²","14,6 м²",17 из 25,раздельный,2,,,есть,кирпич-монолит,,закрытая,есть,Евро,есть,,,есть,,есть,,,,есть,Хорошие школы,во двор и на улицу,,,,,,,
36500000,3-комнатная,100 м²,"50,3 м²","15,5 м²",2 из 12,,2,,"3,1 м",есть,монолит,подземная,,есть,Нужен ремонт,,,,,,,,,,,Спортивная площадка,во двор и на улицу,,,,2023,,,
62000000,3-комнатная,100 м²,40 м²,30 м²,25 из 51,,2,,"3,1 м",есть,монолит,подземная,,,Черновая отделка,,,,,,,,,,,,,,на улицу,,2024,,,
88000000,3-комнатная,100 м²,64 м²,30 м²,27 из 41,,4,,"3,3 м",есть,монолит,подземная,,есть,Чистовая отделка,,,,,,,,,,,,,,на улицу,,2024,,,
50000000,3-комнатная,"101,1 м²",70 м²,20 м²,9 из 10,совмещённый,2,,"3,1 м",есть,монолит,подземная,,,Дизайнерский,есть,,,есть,,есть,,,центральное,,Спортивная площадка,,,во двор,,2019,,,
56222352,3-комнатная,"101,4 м²","41,4 м²",30 м²,38 из 47,,2,2 кв. 2027 г.,"2,95 м",,монолит,закрытая,,есть,,,,,,,,,,,,,,,,чистовая,,,,
56427281,3-комнатная,"101,4 м²","41,4 м²",30 м²,40 из 47,,2,2 кв. 2027 г.,"2,95 м",,монолит,закрытая,,есть,,,,,,,,,,,,,,,,чистовая,,,,
65000000,3-комнатная,101 м²,50 м²,20 м²,4 из 14,совмещённый,2,,"3,4 м",есть,монолит,подземная,,есть,Нужен ремонт,,,,,,,,,,,,,,во двор,,2021,,,
50000000,3-комнатная,"102,4 м²","64,5 м²",20 м²,11 из 15,,3,,"3,12 м",есть,монолит,подземная,,есть,Нужен ремонт,,,,,,,,,,,Спортивная площадка,во двор и на улицу,,,,2023,,,
60000000,3-комнатная,"102,4 м²","18,4 м²","24,6 м²",9 из 15,,2,,"3,2 м",,монолит,,,,Нужен ремонт,,,,,,,,,,,Парк или зона отдыха,во двор и на улицу,,,,2020,,,
90261500,3-комнатная,"102,5 м²","53,5 м²","9,7 м²",19 из 22,совмещённый,1,2 кв. 2025 г.,"3,11 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,,,,,
48346013,3-комнатная,"102,6 м²",,,5 из 15,,,2026 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,,,,,,,,,во двор,предчистовая,,,,
80965280,3-комнатная,"102,8 м²","53,2 м²","26,8 м²",15 из 22,раздельный,1,3 кв. 2028 г.,"3,07 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,,,,,
73000000,3-комнатная,102 м²,41 м²,20 м²,10 из 13,,3,,"3,4 м",есть,монолит,подземная,,есть,Нужен ремонт,,,,,,,,,,,,,,во двор,,2021,,,
36500000,3-комнатная,102 м²,48 м²,27 м²,31 из 41,совмещённый,2,,"3,1 м",есть,монолит,подземная,,,Дизайнерский,,,,есть,,,,,центральное,,Хорошая школа,во двор и на улицу,,,,,,,
110000000,3-комнатная,102 м²,,20 м²,53 из 77,совмещённый,2,,,есть,монолит,подземная,,,Дизайнерский,,,,,,,,,,,,,апартаменты,,,2019,,,
34000000,3-комнатная,"103,4 м²",45 м²,23 м²,5 из 5,,,,"3,8 м",есть,монолит,подземная,,,Нужен ремонт,,,,,,,,,,,,,,,,2023,,,
71221920,3-комнатная,"103,4 м²","35,9 м²","33,4 м²",7 из 18,раздельный,1,3 кв. 2028 г.,"3,03 м",есть,монолит,закрытая,закрытая,есть,,,,,,,,,,,,,,,,,,,,
63000000,3-комнатная,"103,5 м²",60 м²,35 м²,5 из 23,совмещённый,2,,,,кирпич-монолит,,,,Дизайнерский,,,,,,,,,центральное,,Хорошие школы,,,,,,,,
137120000,3-комнатная,"103,6 м²","40,4 м²","25,5 м²",3 из 9,,2,3 кв. 2027 г.,"3,35 м",есть,монолит,,закрытая,есть,,,,,,,,,,,есть,Хорошие школы,,,во двор,,,,,
144610000,3-комнатная,"103,6 м²","40,4 м²","25,5 м²",6 из 9,,2,3 кв. 2027 г.,"3,35 м",есть,монолит,,закрытая,есть,,,,,,,,,,,есть,Хорошие школы,,,во двор,,,,,
147030000,3-комнатная,"103,6 м²","40,4 м²","25,5 м²",7 из 9,,2,3 кв. 2027 г.,"3,35 м",есть,монолит,,закрытая,есть,,,,,,,,,,,есть,Хорошие школы,,,во двор,,,,,
52559374,3-комнатная,"103,7 м²",41 м²,"28,2 м²",2 из 23,,,3 кв. 2025 г.,"3,02 м",есть,кирпич-монолит,закрытая,закрытая,,,,,,,,,,,,есть,,,,,без отделки,,,,
50910000,3-комнатная,"103,7 м²",41 м²,"28,5 м²",2 из 23,,,,"3,02 м",есть,кирпич-монолит,закрытая,закрытая,,,,,,,,,,,,есть,,,,,без отделки,2024,,,
46345357,3-комнатная,"103,8 м²","98,8 м²",,13 из 15,,,2027 г.,"3,06 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,,,,
43313330,3-комнатная,"103,8 м²","98,8 м²",,5 из 15,,,2027 г.,"3,06 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,,,,
86829000,3-комнатная,103 м²,"53,5 м²","26,7 м²",19 из 22,раздельный,1,3 кв. 2028 г.,"3,1 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,,,,,
86829000,3-комнатная,103 м²,"53,5 м²","26,7 м²",19 из 22,раздельный,1,3 кв. 2028 г.,"3,1 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,,,,,
47000000,3-комнатная,103 м²,80 м²,8 м²,9 из 36,,2,,"3,1 м",есть,кирпич-монолит,подземная,,,Нужен ремонт,,,,,,,,,,,,во двор и на улицу,,,,2018,,,
47000000,3-комнатная,103 м²,60 м²,15 м²,9 из 36,совмещённый,2,,"3,2 м",есть,кирпич-монолит,,,,Нужен ремонт,,,,,,,,,,,,,,,,2020,,,
73005330,3-комнатная,"104,1 м²","43,7 м²",34 м²,9 из 18,раздельный,1,3 кв. 2028 г.,"3,36 м",есть,монолит,закрытая,закрытая,есть,,,,,,,,,,,,,,,,,,,,
156780000,3-комнатная,"104,2 м²","40,4 м²","25,5 м²",8 из 9,,2,3 кв. 2027 г.,"3,35 м",есть,монолит,,закрытая,есть,,,,,,,,,,,есть,Хорошие школы,,,во двор,,,,,
142120000,3-комнатная,"104,3 м²","40,4 м²","25,5 м²",4 из 9,,2,3 кв. 2027 г.,"3,35 м",есть,монолит,,закрытая,есть,,,,,,,,,,,есть,Хорошие школы,,,во двор,,,,,
41000000,3-комнатная,"104,4 м²",66 м²,15 м²,21 из 25,раздельный,2,,"3,1 м",есть,монолит,подземная,,,Нужен ремонт,,,,,,,,,центральное,,,,,во двор,,2019,,,
37126000,3-комнатная,"104,4 м²",80 м²,20 м²,24 из 33,,,,,,,,,,,,,,,,,,,центральное,,Хорошая школа,,,,,,,,
59900000,3-комнатная,"104,5 м²",64 м²,9 м²,3 из 15,,,,"3,1 м",есть,кирпич-монолит,подземная,,есть,Дизайнерский,есть,,,есть,,есть,,,,,Спортивная площадка,во двор и на улицу,,,,2022,,,
72500000,3-комнатная,"104,7 м²",60 м²,40 м²,10 из 22,раздельный,2,,"3,1 м",есть,монолит,,,есть,Дизайнерский,,,,,,,,,,,Спортивная площадка,,,на улицу,,2018,,,
59990000,3-комнатная,104 м²,80 м²,14 м²,2 из 11,совмещённый,2,,"3,1 м",есть,монолит,подземная,,есть,Черновая отделка,,,,,,,,,,,,,,на улицу,,2024,,,
41151531,3-комнатная,104 м²,99 м²,,4 из 16,,,2027 г.,"3,06 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,,,,
42701307,3-комнатная,104 м²,99 м²,,8 из 16,,,2027 г.,"3,06 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,,,,
78872000,3-комнатная,"105,6 м²",41 м²,"28,1 м²",14 из 23,,,3 кв. 2025 г.,"3,02 м",есть,кирпич-монолит,закрытая,закрытая,,,,,,,,,,,,есть,,,,,без отделки,,,,
59910560,3-комнатная,"105,6 м²","40,7 м²",,17 из 23,,,,"3,02 м",есть,кирпич-монолит,закрытая,закрытая,,,,,,,,,,,,есть,,,,,без отделки,2024,,,
71402560,3-комнатная,"105,6 м²",,,20 из 23,,,,"3,02 м",есть,кирпич-монолит,закрытая,закрытая,,,,,,,,,,,,есть,,,,,без отделки,2024,,,
60524160,3-комнатная,"105,6 м²",,,20 из 23,,,,"3,02 м",есть,кирпич-монолит,закрытая,закрытая,,,,,,,,,,,,есть,,,,,без отделки,2024,,,
60455520,3-комнатная,"105,7 м²",,,19 из 23,,,,"3,02 м",есть,кирпич-монолит,закрытая,закрытая,,,,,,,,,,,,есть,,,,,без отделки,2024,,,
40290610,3-комнатная,"105,7 м²","100,7 м²",,2 из 15,,,2027 г.,"3,06 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,,,,
43829357,3-комнатная,"105,7 м²","100,7 м²",,8 из 15,,,2027 г.,"3,06 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,,,,
33500000,3-комнатная,105 м²,60 м²,14 м²,1 из 18,совмещённый,2,,3 м,есть,монолит,закрытая,,есть,Евро,,,,,,,,,центральное,,Фитнес клуб,во двор и на улицу,,,,,,,
17999999,3-комнатная,105 м²,60 м²,15 м²,7 из 11,,,,,,,,,есть,,,,,,,,,,,,Спортивная площадка,,,,,2018,,,
115899999,3-комнатная,"106,1 м²",80 м²,10 м²,37 из 40,,3,,"3,01 м",,монолит,подземная,,,Дизайнерский,,,,есть,,есть,,,,,,во двор и на улицу,,,,,,,
193350000,3-комнатная,"106,3 м²","42,8 м²","26,6 м²",10 из 14,,2,4 кв. 2027 г.,"3,35 м",есть,монолит,,закрытая,есть,,,,,,,,,,центральное,есть,Хорошие школы,,,во двор,,,сталинка,,
35880000,3-комнатная,"106,5 м²",37 м²,"19,5 м²",9 из 9,,,2026 г.,,,,,,,,,,,,,,,,,,,,,,,,,,
35880000,3-комнатная,"106,5 м²",37 м²,"19,5 м²",9 из 9,,,2026 г.,,,,,,,,,,,,,,,,,,,,,,,,,,
44000000,3-комнатная,106 м²,65 м²,17 м²,12 из 17,совмещённый,2,,"2,8 м",есть,кирпич-монолит,открытая,,есть,Евро,,,,есть,,есть,,,,,,,,на улицу,,2017,,,
35900000,3-комнатная,"107,2 м²","58,5 м²",21 м²,4 из 4,совмещённый,2,,3 м,есть,кирпич,закрытая,,,Дизайнерский,,,,есть,,,,,центральное,,Хорошая школа,во двор и на улицу,,,,,сталинка,,
56000000,3-комнатная,"107,3 м²","62,7 м²","37,1 м²",21 из 23,совмещённый,2,2025 г.,"3,1 м",есть,монолит,подземная,,,Черновая отделка,,,,,,,,,,,,во двор и на улицу,,,,,,,
33500000,3-комнатная,"107,8 м²","66,1 м²","11,8 м²",3 из 22,совмещённый,2,,"3,1 м",есть,,,,,,,,,,,,,,центральное,,,,,во двор,,,,,
71423850,3-комнатная,"108,3 м²",,,12 из 17,,,1 кв. 2025 г.,"3,2 м",,монолит,,,,,,,,,,,,,,,,,апартаменты,,предчистовая,,,,
86100000,3-комнатная,"108,7 м²","45,6 м²","33,4 м²",31 из 41,,,,"3,1 м",есть,монолит,,,,Черновая отделка,,,,,,,,,,,,,,во двор,,2024,,,
46580138,3-комнатная,"108,9 м²","103,9 м²",,12 из 16,,,2027 г.,"3,06 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,,,,
41103655,3-комнатная,"108,9 м²","103,9 м²",,2 из 16,,,2027 г.,"3,06 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,,,,
43920355,3-комнатная,"108,9 м²","103,9 м²",,6 из 16,,,2027 г.,"3,06 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,,,,
44726233,3-комнатная,"108,9 м²","103,9 м²",,8 из 16,,,2027 г.,"3,06 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,,,,
76410000,3-комнатная,108 м²,,,15 из 17,,,1 кв. 2025 г.,"3,2 м",,монолит,,,,,,,,,,,,,,,,,апартаменты,,предчистовая,,,,
